-4.564225320249985264e-03,-1.721494041039678749e-02,-8.344993151686474347e-03,-5.271386271928354267e-03,7.042473919462322041e-02,-2.471079299980204202e-02,-1.376004500686387431e-02,-2.852784668494565828e-02,-7.460944121494425367e-03,-1.822969047708110704e-02,-1.783022058884478969e-02,-1.499545592760153853e-02,-1.993589826031445800e-02,-1.376004500686387431e-02,-1.900534312603108580e-02,-1.679311799316852635e-02,-2.047570918110977467e-02,-1.426643776914732036e-02,-1.296510402516692917e-02,-1.089611690086036977e-02,-9.145215485919257897e-03,-2.202332539207793594e-02,-4.564225320249985264e-03,-2.918877127328079607e-02,1.226316832097167075e-02,-2.501035084166517916e-02,-4.812308557832196965e-02,-3.147490532382037076e-02,-2.996623812675215312e-02,1.095185204045138680e-02,2.478200911313022947e-01,-1.240804947726445277e-02,-3.570131275692400852e-02,-5.894789221267131459e-03
-4.758758374663884204e-03,-1.794866293823297806e-02,-8.700667311693046843e-03,-5.496059420277119717e-03,-5.322886398026811794e-02,-2.576399824317899059e-02,-1.434651552403618142e-02,-2.974373958288215741e-02,-7.778938993992579216e-03,-1.900666293586680475e-02,-1.859016713588151556e-02,-1.563458122033918249e-02,-2.078559145224725957e-02,-1.434651552403618142e-02,-1.981537488149414522e-02,-1.750886191620630583e-02,8.688873108032951764e-01,-1.487449138615982124e-02,-1.351769315253094003e-02,-1.136052318084200367e-02,-9.534996133657245437e-03,-2.296198736782751812e-02,-4.758758374663884204e-03,-3.043283361288260519e-02,-2.744400472385787396e-02,-2.607632361904021687e-02,-5.017415233522338341e-02,-3.281640558737346919e-02,-3.124343708672200348e-02,-2.803364720072790833e-02,-3.860820713212947952e-02,-1.293689623542555907e-02,-3.722294784938477707e-02,-6.146032591582691745e-03
-6.209197948751848418e-03,-2.341930233152174010e-02,-1.135257589714302497e-02,-7.171223708329869592e-03,-6.945268639827002766e-02,-3.361670260354251982e-02,-1.871924307774374893e-02,-3.880944403261187003e-02,-1.014991059477274478e-02,-2.479977406340525686e-02,-2.425633296736198763e-02,-2.039990308391754353e-02,-2.712090878495241469e-02,-1.871924307774374893e-02,-2.585497631545803990e-02,-2.284545272857360643e-02,-2.785527061569844157e-02,-1.940814265657982152e-02,-1.763780086869410832e-02,-1.482313907904901293e-02,-1.244120288806280401e-02,-2.996065646507019634e-02,-6.209197948751848418e-03,7.826177960294543601e-01,-3.580876447608042495e-02,-1.896384154338960626e-02,-6.546691788742818596e-02,-4.281863927855341506e-02,-4.076623988805354315e-02,-3.657812626535954237e-02,-5.037574544783162550e-02,-1.687998071007198314e-02,-4.856826786235422105e-02,-8.019304607646247224e-03
-4.291963448302034585e-03,-1.618804721982347247e-02,-7.847203648002083060e-03,-4.956941345691160891e-03,-2.455434594671030563e-02,-2.323676262500978459e-02,-1.293924074134360572e-02,-2.682612418088180933e-02,-7.015889271988032770e-03,-1.714226614850962102e-02,-1.676662514949915639e-02,1.000000000000000000e+00,-1.874669645749465000e-02,-1.293924074134360572e-02,-1.787165012591799759e-02,-1.579138704873468690e-02,-1.925430696716179738e-02,-1.341542652835164308e-02,-1.219171900488083549e-02,-1.024614960603158383e-02,-8.599691697574079682e-03,-2.070960589379568922e-02,-4.291963448302034585e-03,-2.744762377307616297e-02,-2.475197433367184313e-02,-2.351845145886832453e-02,-4.525248203792801849e-02,-2.959738700656550092e-02,-2.817871373538825483e-02,-2.528377774940445896e-02,-3.482106061484526588e-02,-1.166789347249522039e-02,-3.357168383631083108e-02,-5.543157512595727962e-03
-9.783873826116029973e-03,-3.690194788415997879e-02,-1.788832810546500673e-02,-1.129974410869847602e-02,-1.094370522914433902e-01,-3.284192363655352026e-02,7.602174542885752062e-02,-4.349126486427354332e-02,-1.599328052113025214e-02,-2.567645196835367793e-02,3.310170472622727678e-01,-3.214426073792115562e-02,-4.273459338736584207e-02,-2.949603377193930204e-02,-4.073985531392333714e-02,-3.599772931088354722e-02,-4.389173212799481194e-02,-1.360098121437076750e-02,-9.150316013640533500e-03,-2.335691721433012791e-02,-1.960368477645091714e-02,4.113475853327168696e-01,-9.783873826116029973e-03,-5.391728398339755424e-02,-5.642410443260272024e-02,-5.361219041840483562e-02,-9.742336946858203006e-02,-6.746961001485786424e-02,-6.423563086921238452e-02,5.646467501239923470e-01,-7.233447991780665720e-02,-7.137323326878234654e-03,-6.926746033945398173e-02,-1.263607072958167730e-02
-4.758758374663884204e-03,-1.794866293823297806e-02,-8.700667311693046843e-03,-5.496059420277119717e-03,-1.077278629131861107e-02,-2.576399824317899059e-02,-1.434651552403618142e-02,-2.974373958288215741e-02,-7.778938993992579216e-03,7.926790340375112764e-01,-1.859016713588151556e-02,-1.563458122033918249e-02,-2.078559145224725957e-02,-1.434651552403618142e-02,-1.981537488149414522e-02,-1.750886191620630583e-02,-2.134840979705435876e-02,-1.487449138615982124e-02,-1.351769315253094003e-02,-1.136052318084200367e-02,-9.534996133657245437e-03,-2.296198736782751812e-02,-4.758758374663884204e-03,-3.043283361288260519e-02,-2.744400472385787396e-02,-2.607632361904021687e-02,-5.017415233522338341e-02,-3.281640558737346919e-02,-3.124343708672200348e-02,-2.803364720072790833e-02,-2.491809344662496151e-02,-1.293689623542555907e-02,-8.978282150341443044e-03,-6.146032591582691745e-03
3.411036188983262996e-02,5.865035824226975947e-03,-2.105486255779863078e-02,2.622427844457088722e-02,2.244198836288999466e-01,-1.850526311178293457e-02,5.712197823487218801e-02,-4.118528510583863850e-02,9.154301234507944418e-03,-4.599448082094408086e-02,8.605571474664701348e-02,-9.670501514487953726e-03,-1.815154009197694415e-02,-3.471732704179538581e-02,3.052594266059752495e-02,-2.974603482807616078e-02,-5.166130573691320171e-02,6.744287430131581940e-02,4.839980590663988530e-02,-8.250561865731993044e-03,6.839392136168023772e-02,1.783567930963606274e-01,3.411036188983262996e-02,-4.347476819607663800e-02,8.245050310749489630e-02,-5.442865412706886924e-02,-9.634156227618155544e-02,-5.823686496997006190e-02,-4.613066337829948432e-02,-3.536330284455347500e-02,-7.498368738003635681e-02,-1.436904341157462656e-02,-7.739947984554172711e-02,-1.487286743139981313e-02
-6.549528325036569482e-03,-2.470293027197331681e-02,-1.197481832825318150e-02,-7.564283372914797771e-03,-5.755968382454183102e-02,-2.097591314916058200e-02,-1.974525756351067779e-02,-4.093661614083474870e-02,-1.070623412004699862e-02,-2.615906660141677220e-02,-2.558583912809394775e-02,-2.151803569138533226e-02,-2.860742430082864607e-02,-1.974525756351067779e-02,-2.727210520889929851e-02,-2.409762758073357228e-02,-2.938203700459397771e-02,-2.047191619831867718e-02,-1.860454076908403184e-02,-1.563560544622411702e-02,-1.312311370734665743e-02,-3.160282048893488238e-02,-6.549528325036569482e-03,-1.700861961261832325e-02,-3.777146729036020417e-02,-3.588911365305177265e-02,-6.905520432679163045e-02,-4.516555811379512064e-02,-4.300066531229104760e-02,-3.858299832426729387e-02,6.118507742688314988e-01,-1.780518397048542686e-02,-5.123032776341034100e-02,-8.458848164992599158e-03
-1.327538039647531420e-03,-5.007090281821478112e-03,1.966048929598936124e-01,-1.533220931625127155e-03,-1.484911318827387625e-02,-7.187313376390547064e-03,-4.002208894646194955e-03,-8.297531126579838975e-03,-2.170069713479000004e-03,-5.302237698904849368e-03,-5.186048984475120742e-03,-4.361537121628952969e-03,-5.798500608129694874e-03,-4.002208894646194955e-03,-5.527841897818078047e-03,-4.884400172207013086e-03,-5.955508529801208963e-03,-4.149496902525842169e-03,-3.770994544251319094e-03,-3.169214632363122862e-03,-2.659952256184090150e-03,-6.405643929935855678e-03,7.243939762081083034e-01,-8.489765836917328654e-03,-7.655980271064125736e-03,-7.274441947450280103e-03,-1.399694848696403024e-02,-9.154704507311135428e-03,-8.715897710374391483e-03,-7.820471248795736463e-03,-1.077042782490781822e-02,-3.608971188564161561e-03,-1.038398576422043702e-02,-1.714542201108458118e-03
-6.549528325036569482e-03,-2.470293027197331681e-02,-1.197481832825318150e-02,-7.564283372914797771e-03,-4.971170540540657129e-02,-3.545925701088188664e-02,-1.974525756351067779e-02,-4.093661614083474870e-02,-1.070623412004699862e-02,-2.615906660141677220e-02,-2.558583912809394775e-02,-2.151803569138533226e-02,6.974094147140051936e-01,5.125128689813176486e-01,-2.727210520889929851e-02,-2.409762758073357228e-02,-2.938203700459397771e-02,2.847819234317833931e-02,-1.860454076908403184e-02,-1.563560544622411702e-02,-1.312311370734665743e-02,-3.160282048893488238e-02,-6.549528325036569482e-03,-4.188502337498441891e-02,-1.044493825105969990e-02,-3.588911365305177265e-02,-6.905520432679163045e-02,-3.353588580467459918e-02,-4.300066531229104760e-02,-2.518272432762715118e-02,-5.313687442864150484e-02,-1.780518397048542686e-02,-5.123032776341034100e-02,-8.458848164992599158e-03
