-1.105459252694828559e-02,-1.105459252694828559e-02,8.823793938291045746e-01,-1.608847146555721919e-01,-1.105459252694828559e-02,2.156828411343985341e-01,-1.105459252694828559e-02,3.299690728428648218e-02,-1.563847940801800507e-02,-4.784990130354749294e-02,-5.681659108388627255e-02,-4.000935570316121320e-02,-2.202648619117018262e-03,-1.563847940801800507e-02,-8.442528101734880427e-03,-4.153284936130383770e-02,-4.153284936130383770e-02,-4.846128909415078206e-02,-3.677992431943890445e-02,-5.219691436311252319e-02,-3.324763050250953422e-02,-3.324763050250953422e-02,2.110169429757135975e-03,-2.475001130673493491e-02,-2.930311358820815795e-02,-2.213009868151495987e-02,-2.834329477082402418e-02,-1.563847940801800507e-02,-6.213912140159468661e-02,-5.219691436311252319e-02,-5.681659108388627255e-02,-4.900121165310167975e-02,-7.346787376954452831e-02,-4.130453192587987127e-02,-6.611142268650457843e-02,-7.774765296173631601e-02,-3.677992431943890445e-02,-6.359399214461967931e-02,-2.475001130673493491e-02,-1.563847940801800507e-02,-1.711728997888231074e-01,-7.690856891409923735e-02,-7.848782133121343096e-02,-5.791743973469300893e-02
-9.716876597593779308e-03,-9.716876597593779308e-03,-1.414160598806660785e-01,1.000000000000000000e+00,-9.716876597593779308e-03,-4.259698987007115578e-02,-9.716876597593779308e-03,-3.081490770905143117e-02,-1.374606745669634117e-02,-1.096696869145035724e-01,-4.994121700209571552e-02,3.041666602893516522e-02,-5.090885198877120876e-02,-1.374606745669634117e-02,-3.905238537746755917e-02,-3.650696043354298426e-02,-3.650696043354298426e-02,-4.259698987007115578e-02,-3.232918671670712008e-02,-4.588056723078052374e-02,-2.922433567476451569e-02,-2.922433567476451569e-02,-2.383894897755310660e-02,-2.175501313778267776e-02,-2.575714464081613544e-02,-1.945213606531873141e-02,-4.026707894873541443e-02,-1.374606745669634117e-02,-5.461966807643862248e-02,-4.588056723078052374e-02,-4.994121700209571552e-02,-9.262360319531513786e-02,-6.457752844042034812e-02,-6.534525133590891877e-02,-3.117465838781868434e-02,-6.833941167348397960e-02,3.889980758594940163e-02,-7.331968683048410707e-02,-2.175501313778267776e-02,-1.374606745669634117e-02,-1.810237555761359252e-01,-4.421933693170283092e-02,-8.435782896115857910e-02,-5.090885198877120876e-02
-6.975053456152746807e-03,-6.975053456152746807e-03,-1.015125145739120827e-01,-1.015125145739120827e-01,-6.975053456152746807e-03,-3.057734431746505707e-02,-6.975053456152746807e-03,-2.211982691745537424e-02,-9.867322524820535540e-03,2.180069177128180768e-01,-3.584924175544261515e-02,3.195735421555037648e-02,-3.654383797577297893e-02,-9.867322524820535540e-03,-2.803292527822855151e-02,2.893767982411448933e-02,-2.620574605307557023e-02,-6.860469560211700929e-03,-2.320681993623508257e-02,-3.293439057490465255e-02,-2.097806857015268797e-02,-2.097806857015268797e-02,-1.711228312790415498e-02,-1.561637405304868408e-02,-1.848921913776695874e-02,-1.396330266513353541e-02,2.119798290440972482e-02,-9.867322524820535540e-03,-3.920756847779883342e-02,-3.293439057490465255e-02,-3.584924175544261515e-02,-6.648788600945987337e-02,-4.635560701158827207e-02,-3.116082794635456968e-02,-4.171394885669096192e-02,-1.885705899009232703e-02,7.862056268725539296e-03,-5.263097970778460311e-02,-1.561637405304868408e-02,-9.867322524820535540e-03,2.653495669432648363e-01,-1.802069211431860454e-02,-1.075146165514992078e-02,2.333057642821155866e-02
-3.459320145573261014e-03,-3.459320145573261014e-03,-5.034574844491961076e-02,-5.034574844491961076e-02,-3.459320145573261014e-03,-1.516501971783892552e-02,1.928591960747368661e-01,-1.097046257110023681e-02,-4.893758565086040249e-03,-3.904367349853985619e-02,-1.777964928695063840e-02,-1.252015122746093223e-02,-1.812413850314558220e-02,-4.893758565086040249e-03,-1.390309963413738359e-02,-1.299689899454672427e-02,-1.299689899454672427e-02,-1.516501971783892552e-02,-1.150956336388988741e-02,-1.633401113183537839e-02,-1.040420058084745233e-02,-1.040420058084745233e-02,-8.486940800273618316e-03,-7.745035604689970779e-03,-9.169840581332921320e-03,-6.925184804945735961e-03,-1.433554455608130815e-02,-4.893758565086040249e-03,-1.944523183181500608e-02,-1.633401113183537839e-02,-1.777964928695063840e-02,-3.297507108081240701e-02,-2.299034497778804087e-02,-2.326366318368551511e-02,-2.068828641077638530e-02,7.525100752136913984e-01,-1.150956336388988741e-02,-2.610265419884254950e-02,-7.745035604689970779e-03,-4.893758565086040249e-03,-6.444654495735074873e-02,-2.406704373437441521e-02,-3.003236011399217087e-02,-1.812413850314558220e-02
-1.123368463610645122e-03,-1.123368463610645122e-03,-1.634911592448898970e-02,-1.634911592448898970e-02,-1.123368463610645122e-03,-4.924639577766152382e-03,-1.123368463610645122e-03,-3.562512622419544608e-03,-1.589183368176269725e-03,-1.267891656916941660e-02,-5.773705948718428974e-03,-4.065753517078709786e-03,-5.885574265394050673e-03,-1.589183368176269725e-03,-4.514847720993007268e-03,-4.220571048877929700e-03,-4.220571048877929700e-03,-4.924639577766152382e-03,-3.737578474622430414e-03,-5.304254078145854805e-03,-3.378626530579970175e-03,-3.378626530579970175e-03,-2.756021774902234385e-03,-2.515097875223835239e-03,-2.977784446631337196e-03,-2.248862171518528456e-03,-4.655278489790749298e-03,8.401489398810457754e-01,-6.314581850833273294e-03,-5.304254078145854805e-03,-5.773705948718428974e-03,-1.070821819856902606e-02,-7.465810456608258823e-03,-7.554566929011880851e-03,-6.718247384461014347e-03,-7.900721916619581758e-03,-3.737578474622430414e-03,-8.476491712117749378e-03,-2.515097875223835239e-03,-1.589183368176269725e-03,1.799021528031897674e-02,-7.815454137175294885e-03,-9.752611732981482373e-03,-5.885574265394050673e-03
-3.702916123429681079e-03,-3.702916123429681079e-03,-5.389096002039268918e-02,-5.389096002039268918e-02,-3.702916123429681079e-03,-1.623289943174921479e-02,-3.702916123429681079e-03,-1.174297290408116146e-02,-5.238363820711438266e-03,-4.179302349355384222e-02,-1.903164415060648942e-02,-1.340178644849312692e-02,-1.940039136662471617e-02,-5.238363820711438266e-03,-1.488211834535634742e-02,-1.391210550520434810e-02,-1.391210550520434810e-02,7.050819758187284458e-01,5.438916807543020537e-01,-1.748420806260187962e-02,-1.113683627446750146e-02,-1.113683627446750146e-02,-9.084568240421862437e-03,-8.290420085531248484e-03,-9.815555978925045305e-03,-7.412837607637587194e-03,-1.534501487027341293e-02,-5.238363820711438266e-03,-2.081451251801492638e-02,-1.748420806260187962e-02,-1.903164415060648942e-02,-3.529708649042820334e-02,-2.460926295312699033e-02,-2.490182748860074111e-02,-2.214509964179684973e-02,-2.604284481847873173e-02,-1.232003571809362971e-02,-2.794073258032792745e-02,-8.290420085531248484e-03,-5.238363820711438266e-03,-2.054932819229352350e-02,-2.576177992700183494e-02,-3.214715776828436233e-02,1.630326352725201475e-02
-1.297051947090945186e-02,-1.297051947090945186e-02,-1.887684524712081868e-01,-1.887684524712081868e-01,5.144434770112939898e-02,-2.698787016905188074e-02,-1.297051947090945186e-02,2.028724119893805453e-02,-1.834886280635343939e-02,2.184054612839655685e-01,-4.101889360463056161e-02,-4.694357805602927119e-02,-5.536278520597349984e-02,2.722665241174308803e-02,-3.587914328054980784e-02,-4.873111605062968588e-02,-4.873111605062968588e-02,-4.192153829594106457e-02,-2.361554746756067136e-02,-4.733524967304000158e-02,-3.900994430533298585e-02,-3.900994430533298585e-02,-5.444980339431286336e-03,2.870398415941982292e-02,-3.438178335633766680e-02,-2.596557721526230461e-02,-3.797622246953868269e-02,-1.834886280635343939e-02,-6.112802896563437893e-02,-3.343193604344437547e-02,-6.666375980188987693e-02,-8.708643899875465055e-02,-8.620095990795020868e-02,-5.733575244325634507e-02,-7.756952534563954504e-02,-9.122248912381188124e-02,7.398197657366195612e-02,-9.787038212168663875e-02,2.870398415941982292e-02,-1.834886280635343939e-02,4.836528236564605621e-01,3.507424854879484521e-02,1.159638517095869376e-01,1.329977946049427928e-01
-2.345885232979981038e-03,-2.345885232979981038e-03,-3.414120198484547897e-02,-3.414120198484547897e-02,-2.345885232979981038e-03,-1.028392699052524221e-02,-2.345885232979981038e-03,-7.439451991003537615e-03,-3.318627784796194385e-03,-2.647687211567356300e-02,-1.205699818306603562e-02,-8.490349734401237206e-03,-1.229060829464437635e-02,-3.318627784796194385e-03,-9.428175118775384070e-03,-8.813648966504371643e-03,-8.813648966504371643e-03,-1.028392699052524221e-02,-7.805034977160913573e-03,5.047786348741339219e-02,-7.055450052752248319e-03,-7.055450052752248319e-03,-5.755289553646646995e-03,3.799460724250942611e-01,-6.218387632048640555e-03,4.258287151920573943e-01,-9.721431051668326731e-03,-3.318627784796194385e-03,-1.318648760060563488e-02,-1.107666070124695493e-02,-1.205699818306603562e-02,-2.236154187808600535e-02,-1.559055204922959841e-02,-1.577589862489705771e-02,-1.402944611784643324e-02,-1.649876017928080321e-02,-7.805034977160913573e-03,-1.770111711256498396e-02,1.231490895120267576e-01,-3.318627784796194385e-03,-6.104910158485897000e-03,-1.632069890096751741e-02,1.423342542254543708e-02,9.901785716381564240e-02
-1.590187589177768923e-03,-1.590187589177768923e-03,-2.314303995466431008e-02,-2.314303995466431008e-02,-1.590187589177768923e-03,-6.971088286177501252e-03,-1.590187589177768923e-03,-5.042925399786010905e-03,-2.249573270803079984e-03,-1.794767827798093504e-02,-8.172986727528515002e-03,-5.755289553646646995e-03,-8.331342257848475472e-03,-2.249573270803079984e-03,-6.391006197445634786e-03,-5.974441973915747134e-03,-5.974441973915747134e-03,-6.971088286177501252e-03,-5.290740390574593874e-03,-7.508452727792223717e-03,-4.782624892394300893e-03,-4.782624892394300893e-03,-3.901294867996408719e-03,-3.560254321092035448e-03,-4.215211681357076620e-03,-3.183383574278081385e-03,-6.589793392310544333e-03,-2.249573270803079984e-03,-8.938625228776721915e-03,-7.508452727792223717e-03,-8.172986727528515002e-03,-1.515805030420887614e-02,-1.056825032553777508e-02,-1.069388981556030661e-02,-9.510035182453451669e-03,-1.118389054377776776e-02,-5.290740390574593874e-03,-1.199892320018848373e-02,-3.560254321092035448e-03,-2.249573270803079984e-03,8.059323633827276956e-02,-1.106318948351011668e-02,8.778239648214995750e-02,-8.331342257848475472e-03
-4.097129077026151651e-03,-4.097129077026151651e-03,-5.962819894605095317e-02,-5.962819894605095317e-02,-4.097129077026151651e-03,-1.796105611073369607e-02,-4.097129077026151651e-03,-1.299313139490690557e-02,-5.796040744773897635e-03,-4.624231445288049663e-02,-2.105775557261155284e-02,1.711292808773846041e-01,6.589651729411336589e-01,1.122851337192821014e-01,-1.646647068635977498e-02,-1.539319014745454614e-02,-1.539319014745454614e-02,-1.796105611073369607e-02,-1.363162839450169327e-02,-1.934557922843579622e-02,-1.232246537735191133e-02,-1.232246537735191133e-02,-1.005171260957068470e-02,-9.173019334213593570e-03,3.052481804208188598e-01,-8.202009306490759544e-03,-1.697864723821087760e-02,-5.796040744773897635e-03,-2.303042834864343566e-02,-1.934557922843579622e-02,-2.105775557261155284e-02,-3.905481911383258675e-02,2.443823254479117468e-02,-2.004466474291736414e-03,-2.450266995840320525e-02,-2.881536961616120579e-02,-1.363162839450169327e-02,-3.091530676699310101e-02,-9.173019334213593570e-03,-5.796040744773897635e-03,-3.227889547292668582e-02,-2.850438251815084340e-02,-3.556954855196472337e-02,1.095323229310583499e-02
